chrom	chromStart	chromEnd	probeID	probe_strand
chr14	105326167	105326169	cg18568335	+
chr14	105394647	105394649	cg00832329	-
chr14	105430999	105431001	cg01895890	-
chr14	105531777	105531779	cg02947214	+
chr14	105566595	105566597	cg25582185	-
chr14	105575495	105575497	cg16422365	-
chr14	105624386	105624388	cg18533431	+
chr14	105627713	105627715	cg14124481	-
chr14	105668204	105668206	cg20908276	+
chr14	105685825	105685827	cg07152597	+
chr14	106200781	106200783	cg13619891	+
chr14	106851664	106851666	cg05205074	-
chr14	106851798	106851800	cg14936008	+
chr14	106873241	106873243	cg18196506	+
chr15	22880224	22880226	cg17896808	-
chr15	22957074	22957076	cg26889953	+
chr15	22957080	22957082	cg06107293	+
chr15	22959740	22959742	cg26568226	+
chr15	24773079	24773081	cg13495693	-
chr15	25405463	25405465	cg11826104	+
chr15	25717571	25717573	cg13356455	-
chr15	25863800	25863802	cg25846723	+
chr15	26866287	26866289	cg10146203	-
chr15	26866292	26866294	cg00796569	-
chr15	26866456	26866458	cg04286377	+
chr15	28014905	28014907	cg01677142	-
chr15	28174511	28174513	cg19563355	-
chr15	28455249	28455251	cg17403512	+
chr15	28921656	28921658	cg21917349	-
chr15	31063100	31063102	cg20640374	-
chr15	31063158	31063160	cg24957518	-
chr15	31230982	31230984	cg20666585	-
chr15	31366119	31366121	cg03465028	-
chr15	31401339	31401341	cg08369013	-
chr15	31441241	31441243	cg14344315	-
chr15	32717941	32717943	cg10429922	+
chr15	32718197	32718199	cg08495115	+
chr15	32873361	32873363	cg09667289	-
chr15	32899496	32899498	cg27224881	+
chr15	33279028	33279030	cg09790226	+
chr15	34341843	34341845	cg05327068	+
chr15	34795435	34795437	cg05852231	+
chr15	36362795	36362797	cg25577101	-
chr15	38553281	38553283	cg01877260	-
chr15	39941774	39941776	cg00755505	+
chr15	40291039	40291041	cg09233429	-
chr15	40308063	40308065	cg25210134	+
chr15	40308433	40308435	cg26232412	+
chr15	40553877	40553879	cg20602300	+
chr15	40982918	40982920	cg18542639	-
chr15	41230723	41230725	cg25129384	-
chr15	41283222	41283224	cg07435215	+
chr15	41495581	41495583	cg20272979	+
chr15	41501430	41501432	cg09299055	-
chr15	41501682	41501684	cg08680048	+
chr15	41502213	41502215	cg11789612	-
chr15	41783078	41783080	cg23531049	+
chr15	41900913	41900915	cg00767886	+
chr15	41968955	41968957	cg12655112	+
chr15	42210840	42210842	cg12483340	+
chr15	42457137	42457139	cg03402235	-
chr15	42457549	42457551	cg06794543	+
chr15	42724328	42724330	cg13884871	-
chr15	43516607	43516609	cg08880153	-
chr15	43746187	43746189	cg13369554	-
chr15	44215798	44215800	cg04724556	-
chr15	44677282	44677284	cg06797389	-
chr15	44710398	44710400	cg18696027	-
chr15	44715137	44715139	cg16039157	+
chr15	44736071	44736073	cg10439456	+
chr15	45669936	45669938	cg12423473	-
chr15	45704588	45704590	cg24381412	-
chr15	48409317	48409319	cg24631427	+
chr15	48603435	48603437	cg04808130	-
chr15	49060875	49060877	cg12131419	+
chr15	49225396	49225398	cg00756450	-
chr15	50278275	50278277	cg27123392	+
chr15	50907444	50907446	cg04571509	-
chr15	51240188	51240190	cg21478137	+
chr15	51884491	51884493	cg22584911	-
chr15	52791320	52791322	cg20056542	-
chr15	52791334	52791336	cg13877670	-
chr15	52805579	52805581	cg01663018	+
chr15	55270204	55270206	cg08769189	+
chr15	55270500	55270502	cg07707586	+
chr15	55287198	55287200	cg27370248	-
chr15	55293036	55293038	cg26877077	+
chr15	56093231	56093233	cg18812353	+
chr15	56759991	56759993	cg01087254	+
chr15	56980242	56980244	cg13033086	-
chr15	57025781	57025783	cg24079727	-
chr15	57032134	57032136	cg04858164	-
chr15	57286877	57286879	cg26810157	+
chr15	57376348	57376350	cg21057613	+
chr15	58065120	58065122	cg02900766	+
chr15	58332334	58332336	cg25729350	+
chr15	58358272	58358274	cg20626983	+
chr15	59445529	59445531	cg12497187	+
chr15	59676874	59676876	cg08289482	-
chr15	59993491	59993493	cg00400448	+
chr15	59993544	59993546	cg24211976	-
chr15	60004609	60004611	cg02630553	-
chr15	60381698	60381700	cg25515997	+
chr15	60396422	60396424	cg22365276	+
chr15	60475108	60475110	cg22384801	-
chr15	60580658	60580660	cg23074881	-
chr15	60650467	60650469	cg21241560	-
chr15	60667437	60667439	cg15451980	+
chr15	60720110	60720112	cg09879458	-
chr15	62561398	62561400	cg09657114	+
chr15	63062827	63062829	cg27618318	-
chr15	63475160	63475162	cg27627493	-
chr15	63480033	63480035	cg08783514	+
chr15	63522240	63522242	cg11952340	-
chr15	63830426	63830428	cg00364026	-
chr15	63983610	63983612	cg13645296	+
chr15	64430865	64430867	cg05265081	-
chr15	64457377	64457379	cg26097711	-
chr15	64522195	64522197	cg13416889	+
chr15	64623029	64623031	cg21279316	+
chr15	64651823	64651825	cg08462055	+
chr15	64859392	64859394	cg17927313	+
chr15	64893832	64893834	cg24206111	+
chr15	65385038	65385040	cg06829366	-
chr15	65396191	65396193	cg27570249	+
chr15	65396924	65396926	cg20985399	+
chr15	66254596	66254598	cg00451642	+
chr15	66714359	66714361	cg02013741	+
chr15	66740991	66740993	cg15931471	+
chr15	66803372	66803374	cg24741430	-
chr15	67033743	67033745	cg12368188	-
chr15	67033779	67033781	cg07716946	-
chr15	67065636	67065638	cg07576222	+
chr15	67196699	67196701	cg21008894	+
chr15	67762954	67762956	cg20055861	+
chr15	68621322	68621324	cg15174117	+
chr15	68631774	68631776	cg04781080	-
chr15	68631787	68631789	cg19905757	-
chr15	68631880	68631882	cg21898299	-
chr15	69080812	69080814	cg24399529	+
chr15	69808962	69808964	cg16125725	+
chr15	70033890	70033892	cg03760457	+
chr15	70071987	70071989	cg01666796	-
chr15	70072019	70072021	cg12349571	-
chr15	70089185	70089187	cg05202347	-
chr15	70322450	70322452	cg09434536	+
chr15	70452194	70452196	cg06836102	-
chr15	70493931	70493933	cg09164206	-
chr15	70495225	70495227	cg24405567	-
chr15	72344063	72344065	cg11668148	-
chr15	72516812	72516814	cg15188939	-
chr15	72781868	72781870	cg14597545	-
chr15	73956847	73956849	cg27181375	-
chr15	73992786	73992788	cg20070768	-
chr15	73998391	73998393	cg18136895	-
chr15	74010701	74010703	cg09642075	-
chr15	74541289	74541291	cg26705930	-
chr15	74570320	74570322	cg02384859	+
chr15	74599097	74599099	cg22291365	+
chr15	74663878	74663880	cg07763737	+
chr15	74726861	74726863	cg12101586	-
chr15	74785349	74785351	cg01735277	+
chr15	74789230	74789232	cg13578134	+
chr15	74845763	74845765	cg27133224	+
chr15	74893647	74893649	cg07630255	+
chr15	74959149	74959151	cg21523564	+
chr15	75480492	75480494	cg15682717	+
chr15	76335252	76335254	cg05196969	-
chr15	76335324	76335326	cg19464917	-
chr15	76341639	76341641	cg20540209	-
chr15	76342174	76342176	cg14433497	-
chr15	76342545	76342547	cg02245004	+
chr15	76343015	76343017	cg25649641	-
chr15	76802808	76802810	cg21673338	-
chr15	76994606	76994608	cg23628949	+
chr15	76994996	76994998	cg05293365	+
chr15	76995314	76995316	cg06613515	+
chr15	77028330	77028332	cg16104837	-
chr15	77032184	77032186	cg11652496	+
chr15	77455902	77455904	cg25652751	+
chr15	78162342	78162344	cg04093323	+
chr15	78212708	78212710	cg02119938	-
chr15	78621921	78621923	cg19993258	-
chr15	78621941	78621943	cg22670733	-
chr15	78622096	78622098	cg16570223	-
chr15	80450983	80450985	cg09859040	-
chr15	80824119	80824121	cg02585724	+
chr15	80999829	80999831	cg00143527	-
chr15	81003642	81003644	cg09841704	-
chr15	81134135	81134137	cg27419860	-
chr15	81295151	81295153	cg14898127	+
chr15	81296906	81296908	cg13840520	-
chr15	81303990	81303992	cg19620333	-
chr15	84761847	84761849	cg21253742	+
chr15	85430514	85430516	cg02810291	-
chr15	85617530	85617532	cg00691586	-
chr15	85689988	85689990	cg25947619	-
chr15	85690004	85690006	cg25510609	-
chr15	85749732	85749734	cg03442712	-
chr15	85793399	85793401	cg20737812	-
chr15	88470043	88470045	cg00754836	+
chr15	88625073	88625075	cg20808613	+
chr15	88626030	88626032	cg00506935	+
chr15	89329752	89329754	cg11869499	-
chr15	89379096	89379098	cg09969277	-
chr15	89379757	89379759	cg07038187	+
chr15	89397273	89397275	cg17846127	+
chr15	89690361	89690363	cg26480413	+
chr15	89837025	89837027	cg23007087	-
chr15	89999991	89999993	cg14023999	-
chr15	90000159	90000161	cg19925872	+
chr15	90000217	90000219	cg23005885	-
chr15	90000377	90000379	cg21109038	+
chr15	90143098	90143100	cg12400350	-
chr15	90181227	90181229	cg05310486	+
chr15	90184327	90184329	cg25913761	+
chr15	90343560	90343562	cg25948332	-
chr15	90349949	90349951	cg03599575	+
chr15	90619643	90619645	cg23536830	+
chr15	90623901	90623903	cg11964030	+
chr15	90644430	90644432	cg17830812	-
chr15	90661115	90661117	cg27326481	+
chr15	90816970	90816972	cg23071286	+
chr15	90827002	90827004	cg18247172	-
chr15	90912135	90912137	cg12555233	-
chr15	90912176	90912178	cg11183227	-
chr15	92813603	92813605	cg07960083	+
chr15	92818658	92818660	cg14588003	+
chr15	92906898	92906900	cg17934775	+
chr15	95169870	95169872	cg18173726	-
chr15	95326882	95326884	cg07057579	+
chr15	95327210	95327212	cg18739950	-
chr15	95327220	95327222	cg18567924	-
chr15	95972181	95972183	cg15898874	+
chr15	96330822	96330824	cg01370181	+
chr15	96332445	96332447	cg06926934	-
chr15	96333240	96333242	cg05127369	+
chr15	96343289	96343291	cg10151901	-
chr15	96343575	96343577	cg05289920	+
chr15	96343609	96343611	cg20037575	+
chr15	96343813	96343815	cg00033666	+
chr15	96343907	96343909	cg17140992	-
chr15	96344231	96344233	cg02326806	+
chr15	96344299	96344301	cg00032912	-
chr15	96344330	96344332	cg10186131	-
chr15	96344594	96344596	cg24491784	-
chr15	96344637	96344639	cg27336587	+
chr15	96344689	96344691	cg22840361	+
chr15	96344729	96344731	cg07116712	-
chr15	96344794	96344796	cg22460896	-
chr15	96347396	96347398	cg22178798	+
chr15	96352111	96352113	cg24033871	+
chr15	96352312	96352314	cg26431163	+
chr15	96358230	96358232	cg12044828	-
chr15	96409513	96409515	cg03374888	-
chr15	98548180	98548182	cg18585722	-
chr15	98713644	98713646	cg03795574	+
chr15	98721131	98721133	cg25830379	+
chr15	98800688	98800690	cg27534520	-
chr15	98899983	98899985	cg10342963	+
chr15	98900019	98900021	cg23990557	-
chr15	99130270	99130272	cg18838433	+
chr15	99130525	99130527	cg05106892	-
chr15	99249416	99249418	cg26163234	+
chr15	99249571	99249573	cg13401703	-
chr15	99536940	99536942	cg13908359	-
chr15	100597770	100597772	cg24008435	-
chr15	100629813	100629815	cg19619585	+
chr15	100879273	100879275	cg15671705	+
chr15	100879448	100879450	cg17797372	+
chr15	100973592	100973594	cg16701059	+
chr15	100973950	100973952	cg19190699	-
chr15	101056963	101056965	cg13085627	+
chr15	101156716	101156718	cg17812123	-
chr15	101175070	101175072	cg25731553	+
chr15	101180708	101180710	cg25027273	-
chr15	101193285	101193287	cg15754630	-
chr15	101200058	101200060	cg12520319	+
chr15	101237555	101237557	cg20357538	+
chr15	101237594	101237596	cg08165960	-
chr15	101299723	101299725	cg27088787	-
chr15	101372265	101372267	cg12410980	+
chr16	67935	67937	cg00179196	-
chr16	79562	79564	cg00935108	-
chr16	86809	86811	cg07484220	+
chr16	308247	308249	cg16412914	+
chr16	324923	324925	cg27549619	-
chr16	324987	324989	cg01045337	-
chr16	325326	325328	cg02086790	-
chr16	346163	346165	cg03000848	+
chr16	383503	383505	cg00764796	+
chr16	409791	409793	cg26946311	+
chr16	424429	424431	cg02102075	-
chr16	502239	502241	cg08110692	-
chr16	530238	530240	cg27191184	+
chr16	566856	566858	cg27063372	+
chr16	596578	596580	cg05027554	-
chr16	615319	615321	cg00362381	+
chr16	695684	695686	cg01003448	+
chr16	695686	695688	cg07482202	+
chr16	722141	722143	cg18653534	-
chr16	723997	723999	cg06060703	+
chr16	870855	870857	cg00181849	-
chr16	1002938	1002940	cg08438529	+
chr16	1137721	1137723	cg07205796	-
chr16	1312624	1312626	cg26827394	+
chr16	1525977	1525979	cg01042641	-
chr16	1526144	1526146	cg27316811	-
chr16	1531013	1531015	cg06585307	-
chr16	1535642	1535644	cg09757087	-
chr16	1548864	1548866	cg07994487	+
chr16	1558792	1558794	cg07315493	-
chr16	1560896	1560898	cg00305585	-
chr16	1580486	1580488	cg07016549	-
chr16	1705400	1705402	cg06215939	+
chr16	1714430	1714432	cg03767807	+
chr16	1747048	1747050	cg07869343	-
chr16	1872368	1872370	cg03467725	-
chr16	1990979	1990981	cg27616661	+
chr16	1991223	1991225	cg04514123	+
chr16	1992691	1992693	cg11220950	+
chr16	2038995	2038997	cg01346158	-
chr16	2044665	2044667	cg04119529	-
chr16	2044698	2044700	cg03393889	+
chr16	2171055	2171057	cg03517024	+
chr16	2182473	2182475	cg04448933	-
chr16	2211097	2211099	cg07762234	+
chr16	2211105	2211107	cg10160842	+
chr16	2234732	2234734	cg02484343	+
chr16	2236490	2236492	cg05581415	+
chr16	2236599	2236601	cg12619509	+
chr16	2236784	2236786	cg27557378	+
chr16	2519909	2519911	cg26516710	-
chr16	2610828	2610830	cg04354689	+
chr16	2610874	2610876	cg03571959	-
chr16	2687338	2687340	cg09866569	+
chr16	2687354	2687356	cg08055663	+
chr16	2751950	2751952	cg03507326	+
chr16	2936891	2936893	cg01283685	+
chr16	2971800	2971802	cg05737682	-
chr16	3067860	3067862	cg08659421	+
chr16	3112395	3112397	cg13928306	+
chr16	3295645	3295647	cg09644153	+
chr16	3547150	3547152	cg16429499	-
chr16	3577495	3577497	cg03320754	+
chr16	3577728	3577730	cg03065612	-
chr16	3578410	3578412	cg04606170	+
chr16	3596052	3596054	cg06807063	+
chr16	3774551	3774553	cg03368634	-
chr16	4081582	4081584	cg07906046	+
chr16	4316837	4316839	cg09737078	+
chr16	4376958	4376960	cg07800034	-
chr16	4392916	4392918	cg02351655	-
chr16	4466076	4466078	cg01850135	-
chr16	4466318	4466320	cg02304134	-
chr16	4501145	4501147	cg06605704	+
chr16	4535285	4535287	cg08503994	+
chr16	4640011	4640013	cg07741192	+
chr16	4640018	4640020	cg02968175	+
chr16	4647110	4647112	cg03427191	+
chr16	4664813	4664815	cg07635227	+
chr16	4682367	4682369	cg03963853	+
chr16	4683251	4683253	cg09306188	-
chr16	4686223	4686225	cg16778018	+
chr16	4701567	4701569	cg03497652	+
chr16	4752467	4752469	cg03649125	+
chr16	4752598	4752600	cg03833378	+
chr16	4752784	4752786	cg11422964	-
chr16	4752846	4752848	cg10278046	+
chr16	4801342	4801344	cg02411995	+
chr16	8644611	8644613	cg00201196	+
chr16	8866268	8866270	cg10279148	+
chr16	8929505	8929507	cg07877964	+
chr16	8952011	8952013	cg02596819	+
chr16	9108545	9108547	cg04394724	+
chr16	10039643	10039645	cg04933990	+
chr16	10558848	10558850	cg04767756	+
chr16	10877102	10877104	cg08985333	-
chr16	10922239	10922241	cg01105356	+
chr16	11082250	11082252	cg01690625	-
chr16	11088128	11088130	cg04616529	-
chr16	11561302	11561304	cg01891736	+
chr16	11718184	11718186	cg04450037	+
chr16	11964976	11964978	cg18676586	-
chr16	11965161	11965163	cg16177830	-
chr16	12079104	12079106	cg01366941	+
chr16	12090080	12090082	cg04635642	+
chr16	12096094	12096096	cg16659284	-
chr16	12317281	12317283	cg05849013	+
chr16	14013575	14013577	cg04232282	-
chr16	14436692	14436694	cg27550441	-
chr16	14672563	14672565	cg27058221	+
chr16	14989706	14989708	cg01933576	-
chr16	15502357	15502359	cg27437413	+
chr16	15502565	15502567	cg06613738	+
chr16	15703439	15703441	cg03308839	+
chr16	15708224	15708226	cg01828111	-
chr16	15971973	15971975	cg10118456	-
chr16	15973501	15973503	cg04885396	+
chr16	15977010	15977012	cg08996506	+
chr16	16014944	16014946	cg00649632	+
chr16	16120355	16120357	cg01394781	-
chr16	18558774	18558776	cg10266904	+
chr16	19114449	19114451	cg06101274	-
chr16	21158009	21158011	cg07079231	+
chr16	21503631	21503633	cg07813747	-
chr16	21647175	21647177	cg06257110	-
chr16	22165551	22165553	cg08708790	-
chr16	22209405	22209407	cg03794213	+
chr16	22241182	22241184	cg01382502	-
chr16	22346729	22346731	cg07340241	+
chr16	22373393	22373395	cg10111816	+
chr16	22373627	22373629	cg06297541	+
chr16	22813836	22813838	cg10370599	+
chr16	23406214	23406216	cg08969855	-
chr16	23423636	23423638	cg02258482	+
chr16	23500533	23500535	cg03935956	+
chr16	23787210	23787212	cg09065113	-
chr16	24208686	24208688	cg06401532	+
chr16	24256237	24256239	cg04543289	+
chr16	25063830	25063832	cg01741056	+
chr16	27235648	27235650	cg10037913	+
chr16	27401855	27401857	cg05814654	+
chr16	27403214	27403216	cg02787852	+
chr16	27462022	27462024	cg03598457	-
chr16	27464928	27464930	cg04125962	-
chr16	27475725	27475727	cg01034813	-
chr16	27779845	27779847	cg27048684	-
chr16	27818406	27818408	cg08755784	-
chr16	28208946	28208948	cg00445959	-
chr16	28494165	28494167	cg08923160	+
chr16	28902195	28902197	cg02304156	+
chr16	28930830	28930832	cg05981394	-
chr16	28931697	28931699	cg07597976	-
chr16	28931772	28931774	cg06323049	+
chr16	28931876	28931878	cg27565966	+
chr16	28931910	28931912	cg05433111	-
chr16	28931966	28931968	cg01758575	-
chr16	28985007	28985009	cg03176550	-
chr16	28985148	28985150	cg04818331	-
chr16	28990360	28990362	cg26988253	-
chr16	29210943	29210945	cg01447429	-
chr16	29231046	29231048	cg01408860	-
chr16	29662611	29662613	cg09946623	+
chr16	29662862	29662864	cg02914427	-
chr16	29663296	29663298	cg03549705	+
chr16	29663637	29663639	cg08480068	-
chr16	29663650	29663652	cg26769927	-
chr16	29664524	29664526	cg23083984	+
chr16	29664749	29664751	cg01681367	-
chr16	29667302	29667304	cg06177555	+
chr16	29745629	29745631	cg07641284	-
chr16	29745996	29745998	cg09638208	+
chr16	29746001	29746003	cg23093496	+
chr16	29746022	29746024	cg09897970	+
chr16	29746053	29746055	cg03750478	-
chr16	29789274	29789276	cg02876297	+
chr16	30006783	30006785	cg06797385	-
chr16	30120319	30120321	cg00192773	-
chr16	30121853	30121855	cg05902503	+
chr16	30121925	30121927	cg02286008	+
chr16	30185889	30185891	cg02358862	-
chr16	30187048	30187050	cg06038367	+
chr16	30352359	30352361	cg26639479	-
chr16	30380028	30380030	cg08916477	+
chr16	30382532	30382534	cg19663795	+
chr16	30397939	30397941	cg08959230	+
chr16	30561417	30561419	cg04640675	+
chr16	30605327	30605329	cg07000116	+
chr16	30709817	30709819	cg00084577	+
chr16	30964864	30964866	cg10020520	+
chr16	31064037	31064039	cg09061454	+
chr16	31064225	31064227	cg11824827	+
chr16	31136874	31136876	cg04407248	+
chr16	31216737	31216739	cg00133595	+
chr16	31224384	31224386	cg00348389	+
chr16	31569268	31569270	cg10222027	+
chr16	32846229	32846231	cg06781853	+
chr16	32846919	32846921	cg00654159	+
chr16	33552556	33552558	cg03423138	-
chr16	47310914	47310916	cg04857881	+
chr16	47643962	47643964	cg01000422	-
chr16	48394104	48394106	cg07809831	-
chr16	49277870	49277872	cg09919570	-
chr16	49589908	49589910	cg01672042	-
chr16	49632100	49632102	cg03087880	+
chr16	50274146	50274148	cg26974880	-
chr16	50287906	50287908	cg02879453	+
chr16	50288162	50288164	cg06897661	-
chr16	50288244	50288246	cg23580000	-
chr16	50391417	50391419	cg02227036	-
chr16	50391439	50391441	cg01986767	+
chr16	50781267	50781269	cg01646516	-
chr16	51149561	51149563	cg08199953	+
chr16	51151235	51151237	cg01146232	-
chr16	52547074	52547076	cg26817217	+
chr16	53433699	53433701	cg09147843	-
chr16	53510107	53510109	cg04059762	+
chr16	53560287	53560289	cg09632976	-
chr16	53837572	53837574	cg09243909	+
chr16	53881501	53881503	cg07306006	+
chr16	55487222	55487224	cg08133699	+
chr16	56340470	56340472	cg16623098	+
chr16	56606655	56606657	cg10257110	+
chr16	56607034	56607036	cg06523948	-
chr16	56663316	56663318	cg01544903	+
chr16	56682434	56682436	cg02223692	-
chr16	56743344	56743346	cg16795184	-
chr16	56931606	56931608	cg09067465	+
chr16	56992116	56992118	cg05723552	+
chr16	57146194	57146196	cg09018739	+
chr16	57475873	57475875	cg03194064	-
chr16	57628147	57628149	cg08343644	-
chr16	57628628	57628630	cg03989617	-
chr16	57994036	57994038	cg08894588	+
chr16	58405456	58405458	cg05425326	+
chr16	66354444	66354446	cg10424974	-
chr16	66579051	66579053	cg09849405	-
chr16	66579192	66579194	cg08032924	+
chr16	66579302	66579304	cg07153665	+
chr16	66579362	66579364	cg16626067	+
chr16	66579369	66579371	cg09854734	+
chr16	66579374	66579376	cg06666025	+
chr16	66579430	66579432	cg00049664	+
chr16	66844522	66844524	cg07095264	-
chr16	66844671	66844673	cg00560547	-
chr16	67147562	67147564	cg06352352	+
chr16	67173129	67173131	cg05546038	-
chr16	67406379	67406381	cg06139166	+
chr16	67566020	67566022	cg04545079	+
chr16	67661612	67661614	cg26919100	-
chr16	67717917	67717919	cg03849279	+
chr16	67884795	67884797	cg01068601	+
chr16	67944088	67944090	cg06134860	-
chr16	67944525	67944527	cg02564259	+
chr16	68000098	68000100	cg10096215	-
chr16	68079064	68079066	cg06575692	+
chr16	68235579	68235581	cg00944421	-
chr16	68235859	68235861	cg20264732	-
chr16	68491425	68491427	cg03309308	-
chr16	69017036	69017038	cg07625619	-
chr16	69107487	69107489	cg09288606	+
chr16	69107533	69107535	cg01656168	+
chr16	69107538	69107540	cg01762827	+
chr16	69107574	69107576	cg01966091	+
chr16	69166347	69166349	cg08327038	+
chr16	69444177	69444179	cg07413957	+
chr16	69742135	69742137	cg05006942	+
chr16	69925060	69925062	cg26860604	+
chr16	70403993	70403995	cg07929956	+
chr16	70419281	70419283	cg09426937	-
chr16	70431447	70431449	cg07139162	-
chr16	70553404	70553406	cg00864954	-
chr16	70699868	70699870	cg08842616	-
chr16	70699928	70699930	cg08796240	-
chr16	70736700	70736702	cg00259097	-
chr16	70737238	70737240	cg08329113	+
chr16	70778910	70778912	cg06357685	+
chr16	70789482	70789484	cg00944001	-
chr16	71489355	71489357	cg08717414	+
chr16	71626559	71626561	cg03911494	+
chr16	71810346	71810348	cg16422316	+
chr16	71880916	71880918	cg26585899	-
chr16	72007476	72007478	cg22381196	+
chr16	72787453	72787455	cg02246055	+
chr16	72787598	72787600	cg08512490	+
chr16	72787666	72787668	cg16630989	+
chr16	72787765	72787767	cg04814450	-
chr16	72896300	72896302	cg09681300	+
chr16	72921350	72921352	cg10104480	+
chr16	72921395	72921397	cg05918327	+
chr16	73172410	73172412	cg00250409	-
chr16	73172688	73172690	cg06127256	-
chr16	73172707	73172709	cg05391884	-
chr16	73288726	73288728	cg16363708	-
chr16	74700352	74700354	cg19450240	+
chr16	75341902	75341904	cg05727149	+
chr16	75620353	75620355	cg07861456	-
chr16	77788521	77788523	cg07821427	+
chr16	78506056	78506058	cg09437479	-
chr16	78506274	78506276	cg02748089	+
chr16	79272394	79272396	cg27027055	+
chr16	81405982	81405984	cg01039752	-
chr16	81484647	81484649	cg16700025	+
chr16	81486983	81486985	cg05705335	+
chr16	81493754	81493756	cg05740262	-
chr16	81513532	81513534	cg03031932	+
chr16	83928431	83928433	cg04528720	+
chr16	84302505	84302507	cg06878649	-
chr16	84302523	84302525	cg05383931	-
chr16	84527343	84527345	cg01030404	+
chr16	84618955	84618957	cg06528601	-
chr16	84656826	84656828	cg15286847	+
chr16	84656947	84656949	cg07831918	-
chr16	84742722	84742724	cg05298510	+
chr16	84789617	84789619	cg06927361	-
chr16	84795400	84795402	cg05720733	-
chr16	84827311	84827313	cg26709988	+
chr16	84832543	84832545	cg05588903	+
chr16	84930183	84930185	cg26676405	+
chr16	85098766	85098768	cg02853355	-
chr16	85286978	85286980	cg27305903	+
chr16	85287115	85287117	cg06984848	+
chr16	85394131	85394133	cg08006672	+
chr16	85400069	85400071	cg08401628	-
chr16	85435380	85435382	cg02014777	+
chr16	85445044	85445046	cg04658841	-
chr16	85445162	85445164	cg04561791	-
chr16	85534613	85534615	cg10462803	+
chr16	85544240	85544242	cg07298177	-
chr16	85574044	85574046	cg02143404	+
chr16	85586367	85586369	cg10174683	+
chr16	85620550	85620552	cg07098502	+
chr16	85620606	85620608	cg04847043	-
chr16	85621400	85621402	cg02124524	-
chr16	85631442	85631444	cg09875326	-
chr16	85642699	85642701	cg08480774	+
chr16	85642805	85642807	cg26648465	+
chr16	85642919	85642921	cg01582532	+
chr16	85735300	85735302	cg05612839	-
chr16	85779003	85779005	cg10181820	-
chr16	85780559	85780561	cg26992566	-
chr16	85821945	85821947	cg03178983	+
chr16	85832741	85832743	cg00709979	+
chr16	85899061	85899063	cg03978375	+
chr16	85899246	85899248	cg24826867	+
chr16	85902873	85902875	cg04599946	+
chr16	85947766	85947768	cg08428292	-
chr16	85948113	85948115	cg01574513	+
chr16	86497991	86497993	cg03731974	-
chr16	86507873	86507875	cg16801887	+
chr16	86513779	86513781	cg01243371	+
chr16	86566719	86566721	cg09360770	-
chr16	86579460	86579462	cg26958524	-
chr16	87350992	87350994	cg02312706	-
chr16	87351156	87351158	cg27322071	+
chr16	87436938	87436940	cg16727006	+
chr16	87464873	87464875	cg02878439	+
chr16	87477893	87477895	cg16995959	-
chr16	87491700	87491702	cg00767000	+
chr16	87554952	87554954	cg08830502	-
chr16	87701470	87701472	cg07396047	-
chr16	87701649	87701651	cg07721872	-
chr16	87701836	87701838	cg00227665	-
chr16	87702117	87702119	cg00270654	-
chr16	87702781	87702783	cg09331545	+
chr16	87762700	87762702	cg07208891	+
chr16	87830178	87830180	cg00653312	+
chr16	87830205	87830207	cg06770731	+
chr16	87830249	87830251	cg06071246	-
chr16	87840230	87840232	cg06665333	-
chr16	87955024	87955026	cg02331262	+
chr16	88046155	88046157	cg16695253	+
chr16	88063261	88063263	cg01783679	+
chr16	88063388	88063390	cg08595782	-
chr16	88070022	88070024	cg05166473	+
chr16	88071989	88071991	cg08684535	+
chr16	88134705	88134707	cg05415670	-
chr16	88176866	88176868	cg10332934	-
chr16	88470541	88470543	cg05183538	+
chr16	88470778	88470780	cg04387347	+
chr16	88532626	88532628	cg07106737	-
chr16	88613191	88613193	cg04476070	+
chr16	88619674	88619676	cg07729082	+
chr16	88634213	88634215	cg09328979	-
chr16	88634409	88634411	cg08632388	-
chr16	88653970	88653972	cg05355684	-
chr16	88698886	88698888	cg08441633	-
chr16	88700715	88700717	cg06379589	+
chr16	88703352	88703354	cg00558804	+
chr16	88703561	88703563	cg07549381	-
chr16	88704557	88704559	cg03776194	-
chr16	88766123	88766125	cg08798862	-
chr16	88771704	88771706	cg09201499	-
chr16	88839340	88839342	cg20364025	-
chr16	88840775	88840777	cg16802439	+
chr16	88902815	88902817	cg08229905	+
chr16	88906367	88906369	cg08415156	-
chr16	88943282	88943284	cg04540712	+
chr16	88967283	88967285	cg07599366	-
chr16	88967376	88967378	cg06832898	+
chr16	89096934	89096936	cg01123946	+
chr16	89097009	89097011	cg16754613	-
chr16	89097169	89097171	cg07661835	+
chr16	89097216	89097218	cg03172657	+
chr16	89097391	89097393	cg02691035	+
chr16	89101962	89101964	cg01083549	+
chr16	89102099	89102101	cg02098565	+
chr16	89113876	89113878	cg05295930	-
chr16	89114178	89114180	cg06800849	+
chr16	89114333	89114335	cg06934654	+
chr16	89122974	89122976	cg04033022	+
chr16	89257002	89257004	cg01197871	-
chr16	89309116	89309118	cg05356511	-
chr16	89315559	89315561	cg16710656	-
chr16	89315961	89315963	cg08284993	-
chr16	89326776	89326778	cg01976303	-
chr16	89341839	89341841	cg01107178	-
chr16	89341913	89341915	cg03517226	-
chr16	89341958	89341960	cg20391948	-
